pub_num,title,buyer,notice_type,cpv,deadline,link,value,currency,languages,duration,country,description,score,bucket,t1_hits,t2_hits,ai_relevant,ai_reason,fetched_date,winner
169232-2026,France – Programming services – Mission d'Assistance à Maitrise d'Ouvrage Pour la réalisation d'études de Programmation Pour la valorisation du site de l'Hippodrome de Vincennes,SETF,can-standard,"72243000, 71241000, 71312000, 71420000",—,https://ted.europa.eu/en/notice/-/detail/169232-2026,,,,4 month,FRA,"Le marché porte sur une mission d'assistance à maîtrise d'ouvrage (AMO) d'ordre technique, environnemental, administratif, économique. L'objectif principal de la mission est de réaliser les études de faisabilité et de programmation incluant les éléments suivants : - Préprogramme - Faisabilité - Programme - Procédure conception travaux Le détail des missions est précisé dans le CCTP",-2.0,Market intelligence,,valorisation,,,2026-05-19,
239767-2026,France – Site-development work – Concession d'aménagement pour la création de la zone d'activités économiques à vocation industrielle et logistique de Lanvian - Saint-Divy (29),Syndicat mixte éco-pôle industriel et logistique de Lanvian Pays de Brest,can-standard,"45111291, 45112000, 70122000, 71000000",—,https://ted.europa.eu/en/notice/-/detail/239767-2026,,,,120 month,FRA,"La consultation a pour objet la contractualisation d'une concession d'aménagement en vue d'acquérir le foncier nécessaire à l'opération, de réaliser les études et travaux d'équipement de la zone d'activités de Lanvian - Saint-Divy et d'assurer la commercialisation des terrains sur le secteur de Pen ar Forest, à Saint-Divy.",-2.0,Market intelligence,,commercialisation,,,2026-05-19,
226547-2026,Romania – Dedicated-business telephone network services – Acord cadru servicii de comunicatii pentru terminale satelitare Iridium,Ministerul Apararii - Unitatea militara 02415 Bucuresti,can-standard,64214000,—,https://ted.europa.eu/en/notice/-/detail/226547-2026,,,,36 month,ROU,"Acord cadru de servicii ""Servicii de comunicatii pentru terminale satelitare IRIDIUM , cantitate maxima estimata 733 buc, valoare maxima 3.789.610,00 lei fara TVA. Valoarea estimata a celui mai mare contract subsecvent care se anticipeaza ca va fi atribuit pe durata acordului cadru: 253.330,00 Estimari ale cantitatilor minime si maxime care ar putea fi solicitate pe durata intregului acord cadru: cantitati minime 341 buc, cantitate maxima 733 buc. Contractele subsecvente se vor incheia in functie de necesitatile si fondurile disponibile, de regula doua-trei pe an bugetar.",-5.0,Market intelligence,,,,,2026-05-19,
152141-2026,France – Software package and information systems – Fourniture et mise en œuvre d’une solution intégrée en mode Saas pour la dématérialisation des entretiens professionnels dans le cadre de l’administration des Ressources Humaines de l’Assistance Publique – Hôpitaux de Paris,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,can-standard,48000000,—,https://ted.europa.eu/en/notice/-/detail/152141-2026,,,,—,FRA,"Le présent marché porte sur la fourniture et la mise en œuvre d’une solution en mode Saas pour la dématérialisation des entretiens professionnels, dans le cadre des processus de gestion des Ressources Humaines de l’Assistance Publique-Hôpitaux de Paris. L’accord-cadre porte sur une solution logicielle, des prestations d’adaptation de la solution conformément à la réglementation en vigueur de l’AP-HP, à la formation des agents de l’AP-HP pour l’utilisation de la solution et à la mise en œuvre de la solution sur les sites de l’AP-HP.",-5.0,Market intelligence,,,,,2026-05-19,
210275-2026,France – Miscellaneous repair and maintenance services – MAINTENANCE PREVENTIVE ET CURATIVE ET NETTOYAGE DES POINTS D'APPORT VOLONTAIRE POUR L'EPIC CMTV,CM TRAITEMENT ET VALORISATION,can-standard,"50800000, 44613800, 90500000, 90918000",—,https://ted.europa.eu/en/notice/-/detail/210275-2026,,,,48 month,FRA,Maintenance des conteneurs enterrés et aériens et des conteneurs enterrés et escamotables Lavage intérieure et extérieure des conteneurs enterrés et aériens,-2.0,Market intelligence,,valorisation,,,2026-05-19,
123074-2026,France – Structural engineering consultancy services – 25MC0265AOO- AC-MISSIONS D'ASSISTANCE A MAITRISE D'OUVRAGE POUR LA REALISATION D'ETUDES DE PROGRAMMATION - 2025 A 2029,Toulouse Métropole,can-standard,71312000,—,https://ted.europa.eu/en/notice/-/detail/123074-2026,,,,24 month,FRA,"Consultation lancée par un groupement de commandes. L'accord-cadre sera exécuté par la conclusion de marchés subséquents et l'émission de bons de commande dans les conditions du cahier des charges. Les prestations sont réglées par des prix unitaires et forfaitaires. Le présent accord cadre a pour objet d'apporter une assistance à maîtrise d'ouvrage pour la réalisation d'études de programmation, de qualité environnementale, d'économie de la construction et assistance technique tout corps d'état - ANNEES 2025 -2029",-5.0,Market intelligence,,,,,2026-05-19,
123374-2026,France – Parking enforcement services – GESTION DES RECOURS ADMINISTRATIFS PREALABLE OBLIGATOIRE DANS LE CADRE DE LA DEPENALISATION DU STATIONNEMENT,Commune de NARBONNE,can-standard,98351110,—,https://ted.europa.eu/en/notice/-/detail/123374-2026,,,,—,FRA,Le présent marché public a pour objet la gestion des recours administratifs préalables obligatoires (RAPO) et des recours devant le Tribunal du Stationnement Payant (TSP). L'accord-cadre sera exécuté par l'émission de bons de commande. Le contrat est susceptible d'être reconduit dans les conditions du cahier des charges. Les prestations sont réglées par des prix unitaires. Les montants estimatifs sont indicatifs et comprennent les options (prestations similaires et reconductions). Les montants estimatifs sont indicatifs et comprennent la totalité des périodes de reconduction,-5.0,Market intelligence,,,,,2026-05-19,
246614-2026,Sweden – Business and management consultancy services – Konsultstöd vid medieträning,Statens skolinspektion,can-standard,"79410000, 79416200, 79000000, 80000000",—,https://ted.europa.eu/en/notice/-/detail/246614-2026,,,,—,SWE,"Skolinspektionen har behov av konsultstöd vid interna endagsutbildningar med medieträning som kommunikationssekretariatet genomför cirka 8-12 gånger per år. Skolinspektionen har ett tydligt uppdrag att svara på frågor som kommer från medborgare och media. Skolinspektionens medieträning syftar därför till att hjälpa och stödja interna chefer och medarbetare att svara på frågor från media. Vi ser medieträningen som en viktig del i att säkra att vi följer offentlighetsprincipen och att chefer och medarbetarna genom medieträningen får tillgång till verktyg och tips som gör att de på bästa sätt kan svara på frågor.   Målet med medieträning är att Skolinspektionens medarbetare, efter genomförd medieträning, ska känna sig trygga att svara på frågor från media och känna sig trygga i rollen som talespersoner.",-2.0,Market intelligence,,,,,2026-05-19,
193577-2026,Sweden – Procurement consultancy services – Upphandlingskonsult SRT28,"Region Skåne, Skånetrafiken",can-standard,79418000,—,https://ted.europa.eu/en/notice/-/detail/193577-2026,800000.0,SEK,,—,SWE,Projektet SRT28 är i behov av konsultstöd för att täcka upp för och komplettera med upphandlingskompetens under resterande tid av upphandlingsprojektet.,-5.0,Market intelligence,,,,,2026-05-19,
207602-2026,"France – Commissioning of heating installations – Concession de service public ayant pour objet la conception, la réalisation, le financement et l'exploitation d'une chaufferie bois associée à un réseau de chaleur sur le territoire de la Commune d'Ambert",COMMUNE D'AMBERT,can-standard,"50721000, 09323000, 45232140, 45251250",—,https://ted.europa.eu/en/notice/-/detail/207602-2026,,,,360 month,FRA,"Dans le cadre de la concession de service public, le délégataire prendra en charge à ses risques et périls : - la conception, la construction, le financement des ouvrages et équipements nécessaires à la production, à la distribution et la livraison de chaleur toute l'année aux abonnés, - l'exploitation et le maintien en parfait état de fonctionnement des ouvrages et équipements, - l'approvisionnement en combustibles et énergies, la production, la fourniture et la distribution de chaleur; - la gestion des relations avec les abonnés dont la commercialisation et le développement du Service; - la perception des recettes correspondantes auprès des abonnés et la gestion des impayés; - la continuité du service public dans le respect des principes d'égalité des usagers, de laïcité et de neutralité du service public. La durée prévisionnelle de la convention est d'environ 31 ans à compter de la notification avec une phase initiale d'études/commercialisation/préparation de travaux puis une phase d'exploitation d'une durée de 30 ans à compter du 1er janvier 2027 (démarrage en parallèle des travaux de rénovation/extension réseau et rénovation chaufferie actuelle voire construction nouvelle chaufferie). La prestation du futur concessionnaire comprend : - La rénovation et/ou la réalisation d'une ou plusieurs chaufferies équipées de générateurs bois en base et de générateurs gaz en appoint/secours capables de fournir jusqu'à environ 6 MW de puissance aux usagers les jours les plus froid de l'année ; - La desserte d'environ 50 sous-stations d'échange pour la livraison de l'énergie par le réseau (environ 8 GWh de besoins d'énergie) - dont environ 13 bâtiments collectifs et 19 particuliers déjà raccordés, et 18 nouvelles sous-stations potentielles. - La rénovation/remplacement/construction d'un réseau de canalisations à eau chaude d'environ 5km de longueur ; - L'Exploitation des ouvrages (conduite et entretien des installations, réalisation des travaux de gros entretien et de renouvellement) ; - La livraison de la chaleur aux différentes sous-stations ; - La gestion de la facturation et la gestion commerciale ; - Le financement des travaux",-2.0,Market intelligence,,commercialisation,,,2026-05-19,
207097-2026,"Czechia – IT services: consulting, software development, Internet and support – Software pro správu a řízení provozu dobíjecích stanic","Technologie hlavního města Prahy, a.s.",can-standard,"72000000, 72268000, 79210000, 48400000",—,https://ted.europa.eu/en/notice/-/detail/207097-2026,7791728.0,CZK,,5 year,CZE,Předmětem veřejné zakázky je uzavření Rámcové dohody pro zajištění služeb softwarového řešení pro správu a provoz veřejných i neveřejných dobíjecích stanic pro elektrifikovaná vozidla (Charge Point Operator) a administrace služby prodeje elektrické energie jako paliva koncovým zákazníkům (E-mobility service provider) pro Objednatele v rámci podpory budování infrastruktury elektromobility v hlavním městě Praze.,-5.0,Market intelligence,,,,,2026-05-19,
204511-2026,Finland – Business and management consultancy and related services – Valtioneuvoston kanslia - Johtamisen ja kehittämisen konsultointi 2024-2032 (DPS) - Valtioneuvoston johtamisvalmennusten hankinta,Valtioneuvoston kanslia,can-standard,"79400000, 72000000, 72224000, 73000000",—,https://ted.europa.eu/en/notice/-/detail/204511-2026,380000.0,EUR,,—,FIN,"Tällä tarjouspyynnöllä pyydetään tarjousta valtioneuvoston johtamisvalmennusten hankinnasta. Valtioneuvoston kanslian (VNK) tehtäväksi on valtioneuvoston ohjesäännössä (262/2003) annettu valtioneuvoston ja sen ministeriöiden yhteinen henkilöstön kehittäminen, ja sen ohjaus ja yhteensovittaminen sekä yhteisten koulutusten järjestäminen. Järjestämme vuosittain noin 250 yhteistä koulutustilaisuutta valtioneuvoston henkilöstölle. Ministeriöiden yhteinen esihenkilövalmennus eli MESI-ohjelma ja johtamisvalmennus asiantuntijoille –koulutus ovat osa tätä kokonaisuutta. MESI-valmennus on valtioneuvoston yhteinen esihenkilövalmennusohjelma, jonka tarkoituksena on vahvistaa ministeriöiden virkamiesten johtamistaitoja monipuolisesti. Koulutus on suunnattu jo esihenkilöinä toimiville tai esihenkilötehtäviin lähitulevaisuudessa siirtymässä oleville henkilöille. Valmennusohjelma järjestetään kerran vuodessa. Johtamisvalmennus asiantuntijoille –koulutuksen tavoitteena on tarjota johtamistaitoja sellaisille henkilöille, jotka eivät ole esihenkilötehtävissä, mutta jotka toimivat tiiminvetäjinä tai hankkeiden ja erityyppisten asiakokonaisuuksien hallinnoijina. Valmennusta järjestetään 1-4 kertaa vuodessa. Hankinnan ennakoitu kokonaisarvo on 240 000 – 380 000 euroa (alv 0%). Hankinnan kohde on kuvattu tarkemmin tarjouspyynnön liitteessä 3.",-5.0,Market intelligence,,,,,2026-05-19,
